"CAT_TRAVELLER","Category of traveller","COUNTRY","Country of stay/residence","TSEST","Adjustment type","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-01","Jan-2013",156100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-02","Feb-2013",87500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-03","Mar-2013",104600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-04","Apr-2013",109700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-05","May-2013",74900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-06","Jun-2013",62700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-07","Jul-2013",102500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-08","Aug-2013",91600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-09","Sep-2013",85700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-10","Oct-2013",96100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-11","Nov-2013",92700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2013-12","Dec-2013",97500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-01","Jan-2014",162800,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-02","Feb-2014",99100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-03","Mar-2014",108200,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-04","Apr-2014",109000,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-05","May-2014",72500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-06","Jun-2014",67800,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-07","Jul-2014",102700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-08","Aug-2014",95800,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-09","Sep-2014",84700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-10","Oct-2014",94100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-11","Nov-2014",99600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2014-12","Dec-2014",95600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-01","Jan-2015",173000,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-02","Feb-2015",102200,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-03","Mar-2015",114900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-04","Apr-2015",110600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-05","May-2015",76600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-06","Jun-2015",74900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-07","Jul-2015",107600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-08","Aug-2015",98500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-09","Sep-2015",92100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-10","Oct-2015",100900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-11","Nov-2015",102700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2015-12","Dec-2015",102400,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-01","Jan-2016",178500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-02","Feb-2016",114400,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-03","Mar-2016",125100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-04","Apr-2016",115500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-05","May-2016",81300,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-06","Jun-2016",73500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-07","Jul-2016",118200,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-08","Aug-2016",102600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-09","Sep-2016",95200,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-10","Oct-2016",117400,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-11","Nov-2016",105900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2016-12","Dec-2016",115100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-01","Jan-2017",196400,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-02","Feb-2017",117900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-03","Mar-2017",132100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-04","Apr-2017",137600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-05","May-2017",92600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-06","Jun-2017",80600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-07","Jul-2017",123000,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-08","Aug-2017",106800,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-09","Sep-2017",101700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-10","Oct-2017",117900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-11","Nov-2017",114700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2017-12","Dec-2017",114600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-01","Jan-2018",194000,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-02","Feb-2018",116900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-03","Mar-2018",128900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-04","Apr-2018",130900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-05","May-2018",89800,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-06","Jun-2018",78400,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-07","Jul-2018",125400,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-08","Aug-2018",108800,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-09","Sep-2018",100600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-10","Oct-2018",119300,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-11","Nov-2018",120600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2018-12","Dec-2018",121800,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-01","Jan-2019",197300,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-02","Feb-2019",115600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-03","Mar-2019",134800,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-04","Apr-2019",129200,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-05","May-2019",90200,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-06","Jun-2019",80700,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-07","Jul-2019",123500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-08","Aug-2019",112600,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-09","Sep-2019",111000,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-10","Oct-2019",125300,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-11","Nov-2019",119100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2019-12","Dec-2019",123500,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2020-01","Jan-2020",201900,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2020-02","Feb-2020",125100,,
"05","Short-term (less than one year) Residents returning","1201","New Zealand","10","Original","M","Monthly","2020-03","Mar-2020",99300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-01","Jan-2013",2100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-02","Feb-2013",500,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-03","Mar-2013",900,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-04","Apr-2013",1100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-05","May-2013",900,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-06","Jun-2013",1300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-07","Jul-2013",1900,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-08","Aug-2013",1000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-09","Sep-2013",1300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-10","Oct-2013",1600,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-11","Nov-2013",800,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2013-12","Dec-2013",1000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-01","Jan-2014",1400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-02","Feb-2014",400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-03","Mar-2014",1000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-04","Apr-2014",1100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-05","May-2014",1000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-06","Jun-2014",1100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-07","Jul-2014",2300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-08","Aug-2014",1100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-09","Sep-2014",1900,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-10","Oct-2014",2300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-11","Nov-2014",1600,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2014-12","Dec-2014",1400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-01","Jan-2015",1900,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-02","Feb-2015",500,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-03","Mar-2015",1000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-04","Apr-2015",2300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-05","May-2015",800,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-06","Jun-2015",1800,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-07","Jul-2015",2500,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-08","Aug-2015",1100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-09","Sep-2015",1700,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-10","Oct-2015",2000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-11","Nov-2015",1400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2015-12","Dec-2015",1700,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-01","Jan-2016",3000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-02","Feb-2016",1100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-03","Mar-2016",1700,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-04","Apr-2016",2000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-05","May-2016",1400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-06","Jun-2016",1400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-07","Jul-2016",2500,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-08","Aug-2016",1300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-09","Sep-2016",2500,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-10","Oct-2016",2200,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-11","Nov-2016",1500,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2016-12","Dec-2016",2300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-01","Jan-2017",2500,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-02","Feb-2017",1200,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-03","Mar-2017",800,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-04","Apr-2017",2300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-05","May-2017",1500,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-06","Jun-2017",1400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-07","Jul-2017",3200,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-08","Aug-2017",1200,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-09","Sep-2017",2100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-10","Oct-2017",1800,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-11","Nov-2017",1900,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2017-12","Dec-2017",1700,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-01","Jan-2018",2100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-02","Feb-2018",800,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-03","Mar-2018",1200,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-04","Apr-2018",1800,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-05","May-2018",1300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-06","Jun-2018",1300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-07","Jul-2018",2400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-08","Aug-2018",1600,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-09","Sep-2018",2300,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-10","Oct-2018",2600,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-11","Nov-2018",1400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2018-12","Dec-2018",2200,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-01","Jan-2019",2700,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-02","Feb-2019",900,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-03","Mar-2019",1400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-04","Apr-2019",2400,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-05","May-2019",1600,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-06","Jun-2019",1700,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-07","Jul-2019",3000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-08","Aug-2019",1700,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-09","Sep-2019",2700,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-10","Oct-2019",3100,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-11","Nov-2019",2000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2019-12","Dec-2019",2000,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2020-01","Jan-2020",2700,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2020-02","Feb-2020",900,,
"05","Short-term (less than one year) Residents returning","1301","New Caledonia","10","Original","M","Monthly","2020-03","Mar-2020",800,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-01","Jan-2013",6900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-02","Feb-2013",6100,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-03","Mar-2013",8600,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-04","Apr-2013",7500,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-05","May-2013",7900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-06","Jun-2013",7200,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-07","Jul-2013",8900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-08","Aug-2013",8100,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-09","Sep-2013",8600,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-10","Oct-2013",8300,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-11","Nov-2013",11000,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2013-12","Dec-2013",7700,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-01","Jan-2014",6700,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-02","Feb-2014",7300,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-03","Mar-2014",6400,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-04","Apr-2014",9100,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-05","May-2014",7400,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-06","Jun-2014",6900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-07","Jul-2014",10800,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-08","Aug-2014",8400,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-09","Sep-2014",8700,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-10","Oct-2014",8000,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-11","Nov-2014",8200,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2014-12","Dec-2014",8300,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-01","Jan-2015",6800,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-02","Feb-2015",8200,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-03","Mar-2015",8400,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-04","Apr-2015",10400,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-05","May-2015",7800,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-06","Jun-2015",7700,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-07","Jul-2015",11000,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-08","Aug-2015",7000,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-09","Sep-2015",8400,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-10","Oct-2015",8900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-11","Nov-2015",7500,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2015-12","Dec-2015",7900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-01","Jan-2016",5800,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-02","Feb-2016",7100,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-03","Mar-2016",7500,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-04","Apr-2016",6400,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-05","May-2016",6700,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-06","Jun-2016",9000,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-07","Jul-2016",7600,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-08","Aug-2016",7000,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-09","Sep-2016",11800,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-10","Oct-2016",11700,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-11","Nov-2016",10100,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2016-12","Dec-2016",8500,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-01","Jan-2017",5700,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-02","Feb-2017",7900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-03","Mar-2017",6900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-04","Apr-2017",7800,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-05","May-2017",8300,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-06","Jun-2017",7800,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-07","Jul-2017",8900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-08","Aug-2017",8100,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-09","Sep-2017",13300,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-10","Oct-2017",13100,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-11","Nov-2017",10600,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2017-12","Dec-2017",6000,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2018-01","Jan-2018",5600,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2018-02","Feb-2018",6300,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2018-03","Mar-2018",7700,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2018-04","Apr-2018",7200,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2018-05","May-2018",6900,,
"05","Short-term (less than one year) Residents returning","1302","Papua New Guinea","10","Original","M","Monthly","2018-06","Jun-2018",7600,,
